tract,eigenvector_centrality,year
48113016513,0.011795388660872444,2002
48085030507,0.0008744148054660347,2002
48113016605,0.026107672335416082,2002
48257051300,0.002836105388408868,2002
48085031634,0.0009161197217409962,2002
48113016517,0.005334785829291905,2002
48113019019,0.0033227394124976523,2002
48113016621,0.0001304265332731975,2002
48113016803,0.0029631309623700595,2002
48113017606,0.002581630041390863,2002
48113017702,0.006991619736290722,2002
48113016510,0.0007745309428674406,2002
48113017605,6.370999159380427e-05,2002
48121021303,0.005543192575456089,2002
48121021305,0.0035785827374626438,2002
48121021516,0.0005481931110392094,2002
48113017400,0.022628224776340883,2002
48113018503,0.0026512047089989037,2002
48113018505,0.001154364012864428,2002
48251130410,0.0025337877754792147,2002
48367140200,0.013668882517429835,2002
48085031645,0.002501997925719605,2002
48085031647,0.015368756204118228,2002
48085031652,0.003073710601284308,2002
48085031656,0.047844462618267886,2002
48085031663,0.0002164329019737592,2002
48439113407,0.0022723308551751875,2002
48113018001,0.0017021059291059063,2002
48121021519,0.004906695976032003,2002
48121021628,0.0026260617994480896,2002
48439111301,0.002061653972203547,2002
48113014123,0.001502968219138139,2002
48121021637,0.0013331286306489801,2002
48113018900,0.018857061542298704,2002
48113019025,0.00029974677300767164,2002
48251130407,0.003691409180381522,2002
48085031312,0.0005211401347526162,2002
48085031623,0.012516150952513787,2002
48085031625,0.0036158684344591322,2002
48085031807,0.01813461906225944,2002
48113019032,0.001783935204136419,2002
48113020000,0.01185412228193556,2002
48121020506,0.0022814671758439645,2002
48113019212,8.264706000215922e-05,2002
48121021515,0.00032978686109920484,2002
48121021520,0.0004721477331537509,2002
48121020107,0.0001575440574823493,2002
48439113214,0.0008981939911021713,2002
48113009000,0.00488885487653241,2002
48085030406,0.0014157227579025006,2002
48113013605,0.003658419320071163,2002
48439100102,0.0016597197192706366,2002
48113014128,0.0023028259031401288,2002
48139060101,0.0017074381288256038,2002
48085030403,0.001126240538029009,2002
48085030405,0.0009606652688786179,2002
48121021409,0.0025457511626302267,2002
48113013616,0.16967659079657227,2002
48113013626,0.03414882551311383,2002
48113013726,0.00889050523618964,2002
48113014115,0.020241491695714896,2002
48113013617,0.0068871672644682785,2002
48085030407,0.0005281710484388411,2002
48085030508,0.00042713784864639563,2002
48085030510,6.558185591937453e-05,2002
48085030514,0.0009042928302250301,2002
48121021513,0.0005470137786670284,2002
48085030601,0.002735535380624434,2002
48439106511,0.009112899056038204,2002
48113004400,0.0009121322653476114,2002
48085030506,0.004619953252404522,2002
48113014308,0.006221543010054798,2002
48121021505,0.0036228367545795797,2002
48121021514,0.0005331616225453335,2002
48439106001,0.004117731856972381,2002
48439111506,0.01889552230663481,2002
48085030525,0.0012194900748374359,2002
48085030530,0.00404915057905157,2002
48085030603,0.004055495023871894,2002
48085031001,0.002141805309159093,2002
48085031504,0.0008815599059743068,2002
48085031505,0.003454546855127305,2002
48085031613,0.006362140528019535,2002
48085031632,0.001347814610011816,2002
48085031633,0.00017281955747238908,2002
48085031637,0.0014523378049366286,2002
48085031640,0.002007203719137189,2002
48085031641,0.0044863431275073105,2002
48085031642,0.0016826333055333087,2002
48085031654,0.00047295585727492433,2002
48085031659,0.00018835268009718427,2002
48085031662,0.00040029608133787883,2002
48085031715,0.0004916680778992118,2002
48085031716,0.003462231119546856,2002
48085032008,0.00301374392423883,2002
48113007811,0.005754185645271857,2002
48113007825,0.0017629125481088352,2002
48113012900,0.0019402207840495168,2002
48113013101,0.015157567238639163,2002
48113013105,0.0031998872391326705,2002
48113013716,0.010017479488624413,2002
48113014001,0.035871023735208694,2002
48113016410,0.002869029115408748,2002
48113018111,0.002577928081883517,2002
48113018118,0.0025609657774482266,2002
48113018123,0.004586262913844355,2002
48113018124,0.0016089036942341195,2002
48113018132,0.003565079604286822,2002
48113018134,0.00024360031291569033,2002
48113018203,0.003387698408092741,2002
48113019027,0.00556749049357493,2002
48121020204,0.0017515722224609176,2002
48121021521,0.0007355576596377408,2002
48121021614,0.0019060809191966718,2002
48121021624,0.002839409333028584,2002
48121021715,0.0006476391351501778,2002
48121021724,0.0034366210205922314,2002
48121021725,0.002896221642202123,2002
48121021744,0.0032448948853410057,2002
48231961200,0.003919190069656672,2002
48439106515,0.002280326044330321,2002
48439111015,0.0007606764641352742,2002
48439113514,0.006447344105634984,2002
48439121604,0.008424375240461964,2002
48497150200,0.01767208114882032,2002
48113007909,0.005801469827051764,2002
48113008100,0.009939963370244272,2002
48113012302,0.003858496139330519,2002
48113017102,0.002023804248390236,2002
48113018130,0.005711282933846993,2002
48121021621,0.0105822519440471,2002
48113000601,0.00651801883986715,2002
48113002701,0.00043865902671237167,2002
48439110101,0.002550411466055009,2002
48439110401,0.007699681559210285,2002
48439114205,0.002803464998479887,2002
48113013902,0.016448866391256853,2002
48113013715,0.0003002169011499266,2002
48113014405,0.011000583343037277,2002
48113016201,0.003280211738587309,2002
48121021717,0.0020940647687642047,2002
48121021721,0.0004951518901521938,2002
48121021726,0.0015137486372779558,2002
48121021622,0.0018418926627314493,2002
48121021730,0.0007170995838390224,2002
48113019211,0.038041001674383984,2002
48085030511,0.0003200319684294081,2002
48085032009,0.008704185567645475,2002
48113019020,0.002081931771427101,2002
48439113610,0.006397807613166341,2002
48439110907,0.0035816576356501604,2002
48439114006,0.001129241502839356,2002
48085031612,0.003092834915700917,2002
48113000401,0.015592142939649669,2002
48439111409,0.0005111231163905339,2002
48113007102,0.016337657245860122,2002
48121021747,0.00420362787385011,2002
48439111103,0.001166050850813488,2002
48439113812,0.006486245766215456,2002
48085031410,0.0031453538663616595,2002
48085031635,0.0027302506629263376,2002
48085031719,0.0005227845499107057,2002
48113012211,0.0054274869604699575,2002
48121021631,0.0011041855580415818,2002
48085031636,0.00612411701669821,2002
48085031655,0.010193822348375185,2002
48085031706,0.005163974748527144,2002
48121020115,0.0007401618607840731,2002
48231960300,0.0005972661777342427,2002
48439111541,0.00032026037452292656,2002
48113007912,0.022372863687819967,2002
48257050500,0.013643053396470234,2002
48085031309,0.006958291340523732,2002
48139060208,0.0004916584417331368,2002
48439111018,0.0012771574943724296,2002
48113018127,0.0027312310185632943,2002
48121021527,7.106600683650196e-05,2002
48085030524,0.0016572911977113204,2002
48113018122,0.0015376730868233131,2002
48113016606,0.002503563060195117,2002
48113017812,0.012893665709240332,2002
48113017900,0.001353231170460815,2002
48113011105,9.687784199610727e-06,2002
48113016625,0.0019147675488795336,2002
48113016703,0.01003694155715516,2002
48113019024,0.004131952633770755,2002
48121020602,0.0018082315208568253,2002
48367140409,8.292117100314979e-05,2002
48367140502,0.0013353380886659278,2002
48367140706,0.0007139071284870277,2002
48439111102,0.002830506829588848,2002
48113016518,0.0035838154558598774,2002
48367140102,0.002192869946781305,2002
48367140405,0.0009684658494130016,2002
48113010701,0.008439174892299636,2002
48113010803,0.0009756691430710488,2002
48113013719,0.03136094337219829,2002
48139060900,0.0004503496302905129,2002
48085031649,0.03813900036458324,2002
48439113213,0.011095563051560812,2002
48439113408,0.006653828964008114,2002
48251131100,0.007232358106323773,2002
48113016520,0.02368546035201057,2002
48121021502,0.010270513337223959,2002
48085032012,0.0013057248662306244,2002
48085032013,0.008774675576427268,2002
48439111202,0.0041443706525853075,2002
48439111306,0.005995841954468721,2002
48439111312,0.00425895526239116,2002
48251130302,0.009489125034289548,2002
48113016611,0.003146485156181462,2002
48113018700,0.002032333136282997,2002
48085031611,0.009983070841471613,2002
48085031653,0.005200117243790888,2002
48085032004,0.0012277649127070145,2002
48121020307,0.002022476944488327,2002
48121020900,0.0012921015247232025,2002
48113019033,0.0035708255077571594,2002
48367140407,0.00039647101294119246,2002
48121020113,5.096678404091775e-05,2002
48139060207,0.0004882815659005405,2002
48367140703,0.0025818458605112475,2002
48497150601,0.00105457003477225,2002
48113008400,0.0028577230397600537,2002
48085030201,0.0014199293873480455,2002
48113020300,0.011886724082402815,2002
48113009103,0.0008229113097059045,2002
48085030203,0.0023810803610070878,2002
48121021403,0.004641774726389975,2002
48085030202,0.0004931135730922724,2002
48085030404,0.0025969606542555657,2002
48113014113,0.0002674188165294453,2002
48113014132,0.003025544632912091,2002
48113014136,0.03916854751824217,2002
48113014204,0.015803244623719653,2002
48113014205,0.025446102039651246,2002
48113014302,0.0108737032627805,2002
48257050206,0.005508208044347338,2002
48439102202,0.005082991740711176,2002
48439104201,0.003396834941636043,2002
48439104202,0.0012766978459395665,2002
48439113917,0.001026185524023373,2002
48439100400,0.0026065743023734604,2002
48113014124,0.14195370403193278,2002
48113014116,0.005349169716035926,2002
48085031100,0.002277048896687633,2002
48439110701,0.0030133158867575844,2002
48113009202,0.0008728334593630293,2002
48113009105,0.002438325788951725,2002
48113011602,0.002659842135110951,2002
48113014310,0.018226754252319143,2002
48439105508,0.007606381919601772,2002
48439111514,0.004262277537249309,2002
48113009701,0.0205443669383203,2002
48113011601,0.0001934691536187232,2002
48085030408,0.009483366859345336,2002
48085030518,1.7597907197208747e-05,2002
48085030528,0.0018089282492513852,2002
48085030701,0.03689126807531765,2002
48085030801,0.0013337450926719653,2002
48085030900,0.02862117336911478,2002
48085031003,0.0010278412529702427,2002
48113007821,0.006833164030684783,2002
48113011800,0.0015773468453479176,2002
48113012204,0.005216791993882828,2002
48113012603,0.000186322192258851,2002
48113013200,0.13383227874321266,2002
48113014406,0.009266937959132242,2002
48113014408,0.005375607032639043,2002
48113014602,0.004647533719304172,2002
48113015000,0.004150771594474293,2002
48113015305,0.00509857363330312,2002
48113015401,0.00578873490533401,2002
48113015600,0.005074188378322367,2002
48113016301,0.00020845392250479436,2002
48113016401,0.0038385789225888955,2002
48113016407,0.00046301879913213714,2002
48113016413,0.0018265144172569343,2002
48113016705,0.001125545134807705,2002
48113018121,0.0007184961602376106,2002
48113018129,0.00414019242269514,2002
48113018140,0.001795827755989871,2002
48113018206,0.0007054765716459718,2002
48121021632,0.003080356488822896,2002
48121021633,0.002243065764635136,2002
48121021722,0.01526232281184331,2002
48121021752,0.00018946760951188424,2002
48231961700,3.3343913590496966e-06,2002
48439104505,0.0025092678506306765,2002
48439111522,0.0009389394453756168,2002
48439111524,0.01876959207652952,2002
48439111526,0.005711512499014404,2002
48439111544,0.00039808128213199073,2002
